Agency|SKU|YearMonth|Volume|Max_Temp|Soda_Volume|indy_Volume|Count|avg_pop17|avg_HHI17|Price_HL|Sales2HL|Promotions|Easter_Day|GoodFriday|NewYear|Xmas|LaborDay|Independence_Day|RevolutionDayMem|Regional_Games|FIFA_U17_WCup|Football_Gold_Cup|Beer_Capital|MusicFest|err|Rev
Agency_01|SKU_01|201409|100.87200000000001|28.21666667|767383003.0|413051813.0|1|153733.0|120207.0|1303.6363310000002|1198.774971|104.86136|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||120922.82887471202
Agency_01|SKU_01|201410|113.292|28.08846154|790867324.0|438831227.0|1|153733.0|120207.0|1302.55649|1248.267052|54.289438|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0||141418.670855184
Agency_01|SKU_01|201411|68.148|20.47692308|715784335.0|484133145.0|1|153733.0|120207.0|1301.5955529999999|1241.66266|59.93289300000001|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0||84616.82695367999
Agency_01|SKU_01|201412|75.492|19.49615385|696401477.0|522571730.0|1|153733.0|120207.0|1301.676949|1224.7179|76.959049|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||92456.40370680002
Agency_01|SKU_01|201501|41.58|16.73448276|762225057.0|498567142.0|1|153733.0|120207.0|1300.773539|1241.486851|59.286688|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||51621.02326457999
Agency_01|SKU_01|201502|58.32|20.81666667|717053984.0|417947202.0|1|153733.0|120207.0|1302.179167|1240.457176|61.721991|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||72343.46250431999
Agency_01|SKU_01|201503|87.37200000000001|20.31290323|871204688.0|515468092.0|1|153733.0|120207.0|1302.620523|1181.618015|121.002508|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||103240.32920658002
Agency_01|SKU_01|201504|81.0|24.5|860265890.0|503173607.0|1|153733.0|120207.0|1348.404033|1201.805041|146.59899199999998|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||97346.20832100001
Agency_01|SKU_01|201505|91.90799999999999|28.14137931|927833877.0|572293344.0|1|153733.0|120207.0|1366.276385|1202.500495|163.77589|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||110519.41549445999
Agency_01|SKU_01|201506|86.616|31.213793100000004|899297932.0|549967070.0|1|153733.0|120207.0|1418.3125|1255.38086|162.93164|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||108736.06856976
Agency_01|SKU_01|201507|135.0|30.27419355|897112934.0|573927221.0|1|153733.0|120207.0|1428.6553310000002|1281.5562960000002|147.09903500000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||173010.09996000002
Agency_01|SKU_01|201508|97.632|30.62333333|875384686.0|573733505.0|1|153733.0|120207.0|1425.95824|1284.224495|141.733745|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||125381.40589584
Agency_01|SKU_01|201509|103.464|29.46333333|742568762.0|553979958.0|1|153733.0|120207.0|1411.650345|1262.126968|149.523377|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||130584.704617152
Agency_01|SKU_01|201510|92.016|25.6516129|761469815.0|544203593.0|1|153733.0|120207.0|1458.924161|1197.06593|261.858231|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||110149.21861488001
Agency_01|SKU_01|201511|54.864|23.25|798860058.0|561516727.0|1|153733.0|120207.0|1460.677702|1216.632416|244.04528599999998|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||66749.32087142399
Agency_01|SKU_01|201512|40.608000000000004|19.80333333|822672453.0|568138672.0|1|153733.0|120207.0|1474.3610199999998|1275.6260960000002|198.734924|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||51800.62450636801
Agency_01|SKU_01|201601|55.836000000000006|16.73103448|787479774.0|517389425.0|1|153733.0|120207.0|1479.24208|1269.684057|209.558023|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||70894.079006652
Agency_01|SKU_01|201602|52.812|23.32916667|729418593.0|532697061.0|1|153733.0|120207.0|1478.4096789999999|1271.44279|206.96688899999998|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||67147.43662548
Agency_01|SKU_01|201603|88.992|25.436|852685632.0|556542731.0|1|153733.0|120207.0|1478.920943|1267.291119|211.629824|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||112778.771262048
Agency_01|SKU_01|201604|66.63600000000001|27.37083333|864686985.0|589172265.0|1|153733.0|120207.0|1505.7306820000001|1331.532197|174.198485|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||88727.97947929201
Agency_01|SKU_01|201605|49.14|30.35925926|953568835.0|555318882.0|1|153733.0|120207.0|1521.457746|1337.206426|184.25132|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||65710.32377364
Agency_01|SKU_01|201606|4.32|32.12285185|912787084.0|538687923.0|1|153733.0|120207.0|1492.64375|1295.535938|197.10781200000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||5596.71525216
Agency_01|SKU_01|201607|54.431999999999995|31.24375|938467950.0|558020105.0|1|153733.0|120207.0|1470.199777|1192.165551|278.034226|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||64891.955272032
Agency_01|SKU_01|201608|81.432|27.69886957|930171702.0|668934850.0|1|153733.0|120207.0|1465.381963|1189.818634|275.563329|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||96889.311003888
Agency_01|SKU_01|201609|75.384|28.144625|904326556.0|615784543.0|1|153733.0|120207.0|1570.018624|1359.734867|210.28375699999998|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||102502.253213928
Agency_01|SKU_01|201610|61.128|27.936|889355958.0|629490371.0|1|153733.0|120207.0|1568.092535|1367.609872|200.482663|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||83599.256255616
Agency_01|SKU_01|201611|43.74|22.94971429|883100473.0|608313158.0|1|153733.0|120207.0|1556.3396599999999|1360.138889|196.200771|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||59492.47500486
Agency_01|SKU_01|201612|29.592|20.792404100000002|890156001.0|622509370.0|1|153733.0|120207.0|1572.926095|1356.713276|216.212819|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||40147.859263392
Agency_01|SKU_01|201701|40.931999999999995|25.82479696|845614054.0|562154016.0|1|153733.0|120207.0|1600.063324|1402.351418|197.711906|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||57401.04824157599
Agency_01|SKU_01|201702|45.576|23.43324882|850913048.0|530252010.0|1|153733.0|120207.0|1620.772215|1407.878999|212.89321600000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||64165.493258424
Agency_01|SKU_01|201703|47.736000000000004|26.35735671|886129111.0|613143990.0|1|153733.0|120207.0|1605.027149|1400.583711|204.443438|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||66858.264028296
Agency_01|SKU_01|201704|63.72|29.24749309|940912941.0|589969396.0|1|153733.0|120207.0|1595.157309|1271.6471390000002|323.51017|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||81029.35569708001
Agency_01|SKU_01|201705|60.696000000000005|31.12969186|917412482.0|628759461.0|1|153733.0|120207.0|1672.635787|1391.237879|281.39790800000003|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||84442.57430378401
Agency_01|SKU_01|201706|84.24|39.05925926|928366256.0|636846973.0|1|153733.0|120207.0|1687.040865|1406.751362|280.28950299999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||118504.73473488
Agency_01|SKU_01|201707|59.292|35.84444444|926635433.0|670015726.0|1|153733.0|120207.0|1688.7961059999998|1397.5391619999998|291.256944|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||82862.89199330399
Agency_01|SKU_01|201708|66.42|32.16666667|1049868815.0|623319783.0|1|153733.0|120207.0|1689.8695120000002|1399.454675|290.41483700000003|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||92951.7795135
Agency_01|SKU_01|201709|95.904|33.92|984438234.0|604571152.0|1|153733.0|120207.0|1690.939823|1184.708404|506.231419|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||113618.274777216
Agency_01|SKU_01|201710|52.812|32.848|996763883.0|616747012.0|1|153733.0|120207.0|1688.08602|1278.350951|409.735069|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||67512.270424212
Agency_01|SKU_01|201711|37.908|31.531999999999996|967899589.0|592195062.0|1|153733.0|120207.0|1622.877493|1341.864851|281.01264199999997|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||50867.412771708005
Agency_01|SKU_01|201712|35.532|19.40365464|919709619.0|618073219.0|1|153733.0|120207.0|1663.797492|1390.112272|273.68522|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||49393.469248704
Agency_01|SKU_02|201301|78.408|17.072|718394219.0|492612703.0|1|153733.0|120207.0|1074.157799|969.1862085000001|104.9715905|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||75991.95223606801
Agency_01|SKU_02|201302|99.25200000000001|19.984|753938444.0|431937346.0|1|153733.0|120207.0|1074.944845|996.9507620999999|77.99408290000001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||98949.3570399492
Agency_01|SKU_02|201303|137.268|24.6|892192092.0|509281531.0|1|153733.0|120207.0|1128.9898210000001|1061.272227|67.71759399999999|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||145678.716055836
Agency_01|SKU_02|201304|135.864|27.531999999999996|838099501.0|532390389.0|1|153733.0|120207.0|1201.6126789999998|1113.636725|87.975954|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||151303.14000540003
Agency_01|SKU_02|201305|167.832|29.396|864420003.0|551755254.0|1|153733.0|120207.0|1201.717182|1086.179255|115.537927|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||182295.63672516
Agency_01|SKU_02|201306|153.684|33.556|889520921.0|531683569.0|1|153733.0|120207.0|1201.627986|1093.956035|107.671951|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||168123.53928293998
Agency_01|SKU_02|201307|116.316|29.372|869768947.0|508376577.0|1|153733.0|120207.0|1201.837047|1119.663707|82.17334|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||130234.80374341199
Agency_01|SKU_02|201308|106.272|29.1|757916529.0|532480057.0|1|153733.0|120207.0|1201.748476|1166.1785439999999|35.569932|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||123932.126227968
Agency_01|SKU_02|201309|106.164|26.888|789624076.0|454252482.0|1|153733.0|120207.0|1201.931142|1129.154946|72.776196|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||119875.60568714401
Agency_01|SKU_02|201310|103.35600000000001|26.144000000000002|791658684.0|480693900.0|1|153733.0|120207.0|1201.8996220000001|1093.2586210000002|108.641001|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0||112994.83803207603
Agency_01|SKU_02|201311|76.896|19.45769231|806253783.0|434960682.0|1|153733.0|120207.0|1201.735341|1157.4015980000001|44.333743|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0||88999.55327980801
Agency_01|SKU_02|201312|70.632|17.52272727|785511080.0|424138427.0|1|153733.0|120207.0|1201.633124|1122.1457380000002|79.487386|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||79259.39776641602
Agency_01|SKU_02|201401|67.608|19.09230769|763723622.0|481364863.0|1|153733.0|120207.0|1201.4925119999998|1130.50629|70.986222|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||76431.26925432001
Agency_01|SKU_02|201402|79.056|23.31923077|734443953.0|425528909.0|1|153733.0|120207.0|1201.718665|1082.039959|119.678706|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||85541.750998704
Agency_01|SKU_02|201403|75.6|23.15|828278650.0|557166363.0|1|153733.0|120207.0|1201.745804|1164.201429|37.544375|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||88013.6280324
Agency_01|SKU_02|201404|132.84|26.56923077|873734739.0|514349463.0|1|153733.0|120207.0|1201.5822150000001|1187.285874|14.296341|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||157719.05550216
Agency_01|SKU_02|201405|140.292|29.43076923|887472626.0|574689995.0|1|153733.0|120207.0|1262.855995|1232.161952|30.694043|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||172862.464569984
Agency_01|SKU_02|201406|171.396|33.39230769|865152191.0|553838801.0|1|153733.0|120207.0|1263.9723529999999|1210.071952|53.900401|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||207401.49228499198
Agency_01|SKU_02|201407|124.848|30.03076923|837253085.0|550644737.0|1|153733.0|120207.0|1269.054553|1132.122243|136.93231|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||141343.197794064
Agency_01|SKU_02|201408|105.73200000000001|29.7375|867388593.0|522726357.0|1|153733.0|120207.0|1278.353039|1157.897025|120.456014|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||122426.76824730002
Agency_01|SKU_02|201409|92.124|28.21666667|767383003.0|413051813.0|1|153733.0|120207.0|1299.7128519999999|1165.7119|134.000952|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||107390.0430756
Agency_01|SKU_02|201410|78.408|28.08846154|790867324.0|438831227.0|1|153733.0|120207.0|1299.830062|1098.897211|200.932851|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0||86162.332520088
Agency_01|SKU_02|201411|74.08800000000001|20.47692308|715784335.0|484133145.0|1|153733.0|120207.0|1298.9757650000001|1170.108509|128.867256|0.0|0.0|0.0|0.0|0.0|0.0|1.0|1.0|0.0|0.0|0.0|0.0||86690.999214792
Agency_01|SKU_02|201412|67.608|19.49615385|696401477.0|522571730.0|1|153733.0|120207.0|1301.3835869999998|1193.420427|107.96316000000002|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||80684.76822861601
Agency_01|SKU_02|201501|59.076|16.73448276|762225057.0|498567142.0|1|153733.0|120207.0|1302.3646019999999|1213.685557|88.679045|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||71699.687965332
Agency_01|SKU_02|201502|47.628|20.81666667|717053984.0|417947202.0|1|153733.0|120207.0|1302.1753119999998|1178.821995|123.35331699999999|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||56144.933977860004
Agency_01|SKU_02|201503|53.46|20.31290323|871204688.0|515468092.0|1|153733.0|120207.0|1306.7536619999998|1134.347222|172.40644|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||60642.202488120005
Agency_01|SKU_02|201504|57.456|24.5|860265890.0|503173607.0|1|153733.0|120207.0|1347.1281720000002|1159.6459109999998|187.48226100000002|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||66628.615462416
Agency_01|SKU_02|201505|64.908|28.14137931|927833877.0|572293344.0|1|153733.0|120207.0|1366.673077|1186.2543269999999|180.41875|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||76997.39585691599
Agency_01|SKU_02|201506|73.656|31.213793100000004|899297932.0|549967070.0|1|153733.0|120207.0|1406.6875|1216.178662|190.508838|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||89578.855528272
Agency_01|SKU_02|201507|75.6|30.27419355|897112934.0|573927221.0|1|153733.0|120207.0|1414.815298|1058.018657|356.796641|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||79986.2104692
Agency_01|SKU_02|201508|74.952|30.62333333|875384686.0|573733505.0|1|153733.0|120207.0|1420.749008|1276.800595|143.948413|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||95698.75819643999
Agency_01|SKU_02|201509|52.596000000000004|29.46333333|742568762.0|553979958.0|1|153733.0|120207.0|1417.628348|1275.831473|141.796875|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||67103.63215390801
Agency_01|SKU_02|201510|46.008|25.6516129|761469815.0|544203593.0|1|153733.0|120207.0|1458.412124|1168.960526|289.451598|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||53781.53588020801
Agency_01|SKU_02|201511|31.535999999999998|23.25|798860058.0|561516727.0|1|153733.0|120207.0|1458.2168800000002|1176.379808|281.83707200000003|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||37098.313625088
Agency_01|SKU_02|201512|32.832|19.80333333|822672453.0|568138672.0|1|153733.0|120207.0|1471.550154|1293.138117|178.412037|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||42456.310657344
Agency_01|SKU_02|201601|26.676|16.73103448|787479774.0|517389425.0|1|153733.0|120207.0|1480.8819449999999|1233.64633|247.235615|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||32908.74949908
Agency_01|SKU_02|201602|33.696|23.32916667|729418593.0|532697061.0|1|153733.0|120207.0|1476.092052|1258.482677|217.609375|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||42405.832284191994
Agency_01|SKU_02|201603|47.843999999999994|25.436|852685632.0|556542731.0|1|153733.0|120207.0|1474.718512|1269.780534|204.93797800000002|1.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||60751.37986869599
Agency_01|SKU_02|201604|37.26|27.37083333|864686985.0|589172265.0|1|153733.0|120207.0|1503.533451|1315.291373|188.242078|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0||49007.75655798
Agency_01|SKU_02|201605|74.844|30.35925926|953568835.0|555318882.0|1|153733.0|120207.0|1514.5109380000001|1321.0507810000001|193.460157|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||98872.724653164
Agency_01|SKU_02|201606|24.948|32.12285185|912787084.0|538687923.0|1|153733.0|120207.0|1499.920625|1273.429375|226.49125|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||31769.516047499998
Agency_01|SKU_02|201607|28.944000000000003|31.24375|938467950.0|558020105.0|1|153733.0|120207.0|1451.674207|1188.1686109999998|263.50559599999997|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||34390.352276784
Agency_01|SKU_02|201608|42.983999999999995|27.69886957|930171702.0|668934850.0|1|153733.0|120207.0|1438.287217|1191.4726759999999|246.81454100000002|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||51214.26150518399
Agency_01|SKU_02|201609|25.596|28.144625|904326556.0|615784543.0|1|153733.0|120207.0|1517.793512|1326.012131|191.781381|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0||33940.606505076
Agency_01|SKU_02|201610|40.608000000000004|27.936|889355958.0|629490371.0|1|153733.0|120207.0|1530.828125|1327.574302|203.253823|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||53910.137255616006
Agency_01|SKU_02|201611|26.892|22.94971429|883100473.0|608313158.0|1|153733.0|120207.0|1522.649347|1320.434237|202.21511|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.0|0.0|0.0|1.0|0.0||35509.117501404
Agency_01|SKU_02|201612|30.888|20.792404100000002|890156001.0|622509370.0|1|153733.0|120207.0|1531.756556|1323.717657|208.038899|0.0|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||40886.990989416
Agency_01|SKU_02|201701|20.52|25.82479696|845614054.0|562154016.0|1|153733.0|120207.0|1572.897039|1362.967434|209.92960499999998|0.0|0.0|1.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||27968.091745679998
Agency_01|SKU_02|201702|22.896|23.43324882|850913048.0|530252010.0|1|153733.0|120207.0|1564.061026|1375.106427|188.954599|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0||31484.436752592
